id,ScientificName,CommonName,AcceptedSymbol,Symbol,State,Category,FamilyCommonName,Duration,GrowthHabit,NativeStatus,ActiveGrowthPeriod,FlowerColor,FoliageColor,FoliagePorositySummer,FoliagePorosityWinter,FruitColor,GrowthRate,MaxHeight20Yrs,MatureHeight,Lifespan,ResproutAbility,AdaptedCoarseSoils,AdaptedMediumSoils,AdaptedFineSoils,AnaerobicTolerance,DroughtTolerance,MoistureUse,Precipitation_Minimum,Precipitation_Maximum,RootDepthMinimum,ShadeTolerance,TemperatureMinimum,BloomPeriod,PalatableBrowseAnimal,PalatableGrazeAnimal,PalatableHuman
66,Alocasia macrorrhizos,giant taro,ALMA11,ALMA11,"<strong>USA</strong> (FL, HI, TX), <strong>USA+</strong> (PR)",Monocot,Arum family,Perennial,Forb/herb,"L48 (I), HI (I), PR (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
67,Alocasia odora,Asian taro,ALOD3,ALOD3,<strong>USA</strong> (FL),Monocot,Arum family,Perennial,Forb/herb,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
68,Amaranthus blitoides,mat amaranth,AMBL,AMBL,"<strong>USA</strong> (AK, AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, MB, ON, QC, SK, CA)",Dicot,Amaranth family,Annual,Forb/herb,"L48 (I), AK (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
69,Amaranthus cannabinus,tidalmarsh amaranth,AMCA2,AMCA2,"<strong>USA</strong> (AL, CT, DC, DE, FL, GA, LA, MA, MD, ME, NC, NH, NJ, NY, PA, RI, SC, VA)",Dicot,Amaranth family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
70,Amaranthus powellii ssp. powellii,Powell's amaranth,AMPOP,AMPOP,"<strong>USA</strong> (AR, AZ, CO, CT, FL, IA, ID, IL, IN, KS, LA, MA, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TX, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, ON, PE, QC, SK, CA)",Dicot,Amaranth family,Annual,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
71,Ambrosia psilostachya,Cuman ragweed,AMPS,AMPS,"<strong>USA</strong> (AL, AR, AZ, CO, CT, FL, GA, IA, ID, IL, IN, KS, LA, MA, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VT, WA, WI, WY), <strong>CAN</strong> (AB, BC, MB, NS, ON, PE, QC, SK, CA)",Dicot,Aster family,"Annual, Perennial",Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
72,Amelanchier ,serviceberry,AMELA,AMELA,"<strong>USA</strong> (AK, AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT, CA), <strong>FRA</strong> (SPM)",Dicot,Rose family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
73,Amelanchier alnifolia,Saskatoon serviceberry,AMAL2,AMAL2,"<strong>USA</strong> (AK, CO, IA, ID, MN, MT, ND, NE, NV, OR, SD, UT, WA, WY), <strong>CAN</strong> (AB, BC, MB, NB, NT, ON, QC, SK, YT, CA)",Dicot,Rose family,Perennial,"Tree, Shrub","L48 (N), AK (N), CAN (N)",Spring and Summer,White,Green,Dense,Porous,Red,Moderate,15,15,Long,Yes,Yes,Yes,Yes,None,Medium,Medium,12,30,24,Intermediate,-38,Early Summer,High,Low,Yes
74,Amelanchier arborea,Downy serviceberry,AMAR3,AMAR3,"<strong>USA</strong> (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), <strong>CAN</strong> (NB, NS, ON, QC)",Dicot,Rose family,Perennial,"Tree, Shrub","L48 (N), CAN (N)",Spring and Summer,Yellow,Dark Green,Dense,Porous,Brown,Moderate,25,50,Moderate,Yes,Yes,Yes,No,Medium,Low,Medium,28,45,20,Tolerant,-33,Mid Spring,Medium,Low,Yes
75,Amelanchier humilis,low serviceberry,AMHU2,AMHU2,"<strong>USA</strong> (IA, IL, IN, KS, MD, ME, MI, MN, MO, MT, ND, NE, NJ, NY, PA, SD, VT, WI)",Dicot,Rose family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
76,Amelanchier sanguinea,roundleaf serviceberry,AMSA,AMSA,"<strong>USA</strong> (CT, GA, IA, IL, IN, MA, MD, ME, MI, MN, NC, ND, NH, NJ, NY, OH, PA, TN, VA, VT, WI, WV), <strong>CAN</strong> (NB, NF, NS, ON, PE, QC)",Dicot,Rose family,Perennial,"Tree, Shrub","L48 (N), CAN (N)",Spring and Summer,White,Green,Moderate,Porous,Purple,Moderate,10,10,Moderate,Yes,Yes,Yes,No,Low,Medium,Medium,35,55,24,Tolerant,-43,Late Spring,High,Low,No
77,Amorpha canescens,leadplant,AMCA6,AMCA6,"<strong>USA</strong> (AR, CO, IA, IL, IN, KS, LA, MI, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY), <strong>CAN</strong> (MB, ON)",Dicot,Pea family,Perennial,"Subshrub, Shrub","L48 (N), CAN (N)",Spring and Summer,Purple,Green,Dense,Porous,Brown,Moderate,4,4,Long,No,Yes,Yes,No,None,High,Low,20,45,20,Tolerant,-38,Early Summer,High,Low,No
78,Anacardium occidentale,cashew,ANOC,ANOC,"<strong>USA+</strong> (PR, VI)",Dicot,Sumac family,Perennial,Tree,"PR (I), VI (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
79,Anagallis arvensis ssp. arvensis,scarlet pimpernel,ANARA7,ANARA7,"<strong>USA</strong> (AL, AR, AZ, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV), <strong>USA+</strong> (PR), <strong>CAN</strong> (AB, BC, NB, NF, NS, ON, PE, QC, SK, CA), <strong>DEN</strong> (GL)",Dicot,Primrose family,"Annual, Biennial",Forb/herb,"L48 (I), HI (I), PR (I), CAN (I), GL (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
80,Andromeda polifolia var. glaucophylla,bog rosemary,ANPOG,ANPOG,"<strong>USA</strong> (CT, IL, IN, MA, ME, MI, MN, NH, NJ, NY, OH, PA, RI, VT, WI, WV), <strong>CAN</strong> (LB, MB, NB, NF, NS, NU, ON, PE, QC, SK), <strong>DEN</strong> (GL), <strong>FRA</strong> (SPM)",Dicot,Heath family,Perennial,"Subshrub, Shrub","L48 (N), CAN (N), GL (N), SPM (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
81,Andromeda ×jamesiana,,ANJA4,ANJA4,"<strong>CAN</strong> (ON, QC)",Dicot,Heath family,Perennial,Subshrub,CAN (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
82,Andropogon gerardii,big bluestem,ANGE,ANGE,"<strong>USA</strong> (AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV, WY), <strong>CAN</strong> (MB, ON, QC, SK)",Monocot,Grass family,Perennial,Graminoid,"L48 (N), CAN (N)",Summer,Yellow,Green,Dense,Porous,Brown,Moderate,0,6,Long,No,Yes,Yes,Yes,Medium,High,Low,12,55,20,Intolerant,-46,Summer,Medium,High,No
83,Andropogon glomeratus,bushy bluestem,ANGL2,ANGL2,"<strong>USA</strong> (AL, AR, AZ, DC, DE, FL, GA, HI, IL, KY, LA, MA, MD, MS, NC, NJ, NM, NV, NY, OH, OK, PA, RI, SC, TN, TX, UT, VA, WV), <strong>USA+</strong> (PR, VI), <strong>CAN</strong> (CA)",Monocot,Grass family,Perennial,Graminoid,"L48 (N), HI (I), PR (N), VI (I)",Summer,White,Green,Dense,Moderate,Brown,Moderate,0,6,Moderate,No,Yes,Yes,Yes,High,Low,High,35,70,12,Intolerant,-23,Late Summer,Medium,Low,No
84,Andropogon virginicus,broomsedge bluestem,ANVI2,ANVI2,"<strong>USA</strong> (AL, AR, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV), <strong>USA+</strong> (PR), <strong>CAN</strong> (ON, CA)",Monocot,Grass family,Perennial,Graminoid,"L48 (N), HI (I), PR (N), CAN (N)",Summer,Yellow,Green,Moderate,Porous,Brown,Slow,0,3,Moderate,No,No,Yes,Yes,None,High,Medium,30,45,14,Intolerant,-18,Late Spring,Low,Low,No
85,Anemone canadensis,Canadian anemone,ANCA8,ANCA8,"<strong>USA</strong> (CO, CT, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NY, OH, PA, SD, TN, VA, VT, WI, WV, WY), <strong>CAN</strong> (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)",Dicot,Buttercup family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
86,Anemone lyallii,Little Mountain thimbleweed,ANLY,ANLY,"<strong>USA</strong> (OR, WA), <strong>CAN</strong> (BC, CA)",Dicot,Buttercup family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
87,Anemone lancifolia,mountain thimbleweed,ANLA,ANLA,"<strong>USA</strong> (KY, MD, NC, SC, VA, WV)",Dicot,Buttercup family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
88,Anemone ranunculoides,yellow woodland anemone,ANRA2,ANRA2,<strong>CAN</strong> (QC),Dicot,Buttercup family,Perennial,Forb/herb,CAN (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
89,Angelica sylvestris,woodland angelica,ANSY2,ANSY2,"<strong>CAN</strong> (NB, NS, ON, QC)",Dicot,Carrot family,,,CAN (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
90,Bromus sterilis,poverty brome,BRST2,BRST2,"<strong>USA</strong> (AL, AR, AZ, CO, CT, DC, DE, HI, ID, IL, IN, KY, MA, MD, MI, MO, MS, NC, NJ, NM, NV, NY, OH, OK, OR, PA, RI, TN, TX, UT, VA, WA, WV), <strong>CAN</strong> (BC, ON, CA)",Monocot,Grass family,Annual,Graminoid,"L48 (I), HI (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
91,Antennaria corymbosa,flat-top pussytoes,ANCO,ANCO,"<strong>USA</strong> (CO, ID, MT, NM, NV, OR, UT, WA, WY), <strong>CAN</strong> (AB, SK, CA)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",Spring and Summer,White,Gray-Green,Porous,Porous,Brown,Slow,0,1,Short,No,No,Yes,No,Medium,Low,High,18,60,10,Tolerant,-18,Spring,Low,,No
92,Antennaria howellii ssp. canadensis,Canadian pussytoes,ANHOC,ANHOC,"<strong>USA</strong> (CT, IN, MA, ME, MI, MN, NH, NJ, NY, OH, PA, RI, VA, VT, WI), <strong>CAN</strong> (MB, NB, NF, NS, ON, PE, QC, SK, YT), <strong>FRA</strong> (SPM)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N), SPM (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
93,Anthoxanthum aristatum,annual vernalgrass,ANAR7,ANAR7,"<strong>USA</strong> (AL, AR, FL, IA, IL, KY, LA, MA, ME, MI, MN, MS, NC, NH, NJ, NY, OH, OK, OR, PA, SC, TN, TX, VA, WA, WV), <strong>CAN</strong> (BC, QC, CA)",Monocot,Grass family,Annual,Graminoid,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
94,Anthriscus sylvestris,wild chervil,ANSY,ANSY,"<strong>USA</strong> (CT, ID, IL, MA, MD, ME, MI, MN, NJ, NY, OH, OR, PA, RI, TN, VA, VT, WA, WI), <strong>CAN</strong> (BC, NB, NF, NS, ON, QC), <strong>DEN</strong> (GL)",Dicot,Carrot family,"Annual, Biennial",Forb/herb,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
95,Apocynum androsaemifolium,spreading dogbane,APAN2,APAN2,"<strong>USA</strong> (AK, AL, AR, AZ, CO, CT, DC, DE, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT, CA)",Dicot,Dogbane family,Perennial,Forb/herb,"L48 (N), AK (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
96,Arabidopsis thaliana,mouseear cress,ARTH,ARTH,"<strong>USA</strong> (AL, AR, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV), <strong>CAN</strong> (BC, ON, QC, CA), <strong>FRA</strong> (SPM)",Dicot,Mustard family,Annual,Forb/herb,"L48 (I), CAN (I), SPM (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
97,Aralia nudicaulis,wild sarsaparilla,ARNU2,ARNU2,"<strong>USA</strong> (CO, CT, DC, DE, GA, IA, ID, IL, IN, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NY, OH, PA, RI, SC, SD, TN, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), <strong>FRA</strong> (SPM)",Dicot,Ginseng family,Perennial,"Subshrub, Forb/herb","L48 (N), CAN (N), SPM (N)",Spring and Summer,White,Dark Green,Porous,Porous,Black,Moderate,0,2,Moderate,No,Yes,Yes,Yes,None,Medium,Medium,32,50,10,Tolerant,-38,Late Spring,Low,Low,No
98,Aralia racemosa ssp. bicrenata,American spikenard,ARRAB2,ARRAB2,"<strong>USA</strong> (AZ, CO, NM, TX, UT)",Dicot,Ginseng family,Perennial,"Subshrub, Forb/herb",L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
99,Arbutus unedo,strawberry tree,ARUN4,ARUN4,,Dicot,Heath family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
100,Arctostaphylos ×coloradensis,,ARCO23,ARCO23,<strong>USA</strong> (CO),Dicot,Heath family,Perennial,Shrub,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
101,Ardisia,marlberry,ARDIS,ARDIS,"<strong>USA</strong> (FL, HI, LA), <strong>USA+</strong> (PR, VI)",Dicot,Myrsine family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
102,Ardisia glauciflora,ausubon,ARGL11,ARGL11,<strong>USA+</strong> (PR),Dicot,Myrsine family,Perennial,"Tree, Shrub",PR (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
103,Arisaema triphyllum ssp. pusillum,Jack in the pulpit,ARTRP,ARTRP,"<strong>USA</strong> (AL, AR, CT, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MN, MS, NC, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV), <strong>CAN</strong> (NB, ON, QC)",Monocot,Arum family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
104,Aristolochia grandiflora,pelicanflower,ARGR2,ARGR2,"<strong>USA</strong> (FL), <strong>USA+</strong> (VI)",Dicot,Birthwort family,Perennial,Vine,"L48 (I), VI (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
105,Arnica montana,mountain arnica,ARMO8,ARMO8,,Dicot,Aster family,Perennial,Forb/herb,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
106,Photinia melanocarpa,black chokeberry,PHME13,PHME13,"<strong>USA</strong> (AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), <strong>CAN</strong> (LB, NB, NF, NS, ON, PE, QC)",Dicot,Rose family,Perennial,Shrub,"L48 (N), CAN (N)",,White,Red,Moderate,Moderate,Blue,,15,6,Short,No,Yes,Yes,No,Medium,Medium,,16,51,24,Tolerant,24,Spring,Medium,Medium,No
107,Arrhenatherum elatius var. bulbosum,tall oatgrass,ARELB,ARELB,"<strong>USA</strong> (AL, AR, DE, GA, IA, KY, MA, MD, MI, NY, OR, TN, VA, WA, WV), <strong>CAN</strong> (CA)",Monocot,Grass family,Perennial,Graminoid,L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
108,Arum maculatum,cuckoo pint,ARMA29,ARMA29,,Monocot,Arum family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
109,Arundina graminifolia,bamboo orchid,ARGR6,ARGR6,"<strong>USA</strong> (HI), <strong>USA+</strong> (PR)",Monocot,Orchid family,Perennial,Forb/herb,"HI (I), PR (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
110,Asclepias incarnata ssp. incarnata,swamp milkweed,ASINI,ASINI,"<strong>USA</strong> (AL, AR, CO, CT, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, PA, SD, TN, TX, UT, VA, VT, WI, WV, WY), <strong>CAN</strong> (MB, NB, NS, ON, PE, QC)",Dicot,Milkweed family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
111,Asclepias syriaca,common milkweed,ASSY,ASSY,"<strong>USA</strong> (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), <strong>CAN</strong> (MB, NB, NS, ON, PE, QC, SK)",Dicot,Milkweed family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
112,Asclepias verticillata,whorled milkweed,ASVE,ASVE,"<strong>USA</strong> (AL, AR, AZ, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY), <strong>CAN</strong> (MB, ON, SK)",Dicot,Milkweed family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
113,Asimina triloba,pawpaw,ASTR,ASTR,"<strong>USA</strong> (AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV), <strong>CAN</strong> (ON)",Dicot,Custard-apple family,Perennial,"Tree, Shrub","L48 (N), CAN (N)",Spring and Summer,Purple,Dark Green,Moderate,Porous,Brown,Slow,30,35,Short,Yes,Yes,Yes,No,Low,Low,Medium,9,60,20,Tolerant,-18,Mid Spring,Low,Low,Yes
114,Oclemena acuminata,whorled wood aster,OCAC,OCAC,"<strong>USA</strong> (CT, GA, KY, MA, MD, ME, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WV), <strong>CAN</strong> (NB, NF, NS, ON, PE, QC)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
115,Eurybia macrophylla,bigleaf aster,EUMA27,EUMA27,"<strong>USA</strong> (CT, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV), <strong>CAN</strong> (MB, NB, NS, ON, PE, QC)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)","Spring, Summer, Fall",Purple,Dark Green,Dense,Porous,Brown,Moderate,0,5,Long,No,No,Yes,Yes,Low,Low,Medium,35,55,10,Tolerant,-28,Late Summer,Low,,No
116,Symphyotrichum lanceolatum ssp. lanceolatum var. interior,white panicle aster,SYLAI3,SYLAI3,"<strong>USA</strong> (AR, IA, IL, IN, KS, KY, LA, MI, MN, MO, NE, NH, NJ, NY, OH, OK, PA, VA, VT, WI), <strong>CAN</strong> (ON, QC)",Dicot,Aster family,Perennial,Forb/herb,"L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
117,Athyrium filix-femina ssp. angustum,subarctic ladyfern,ATFIA,ATFIA,"<strong>USA</strong> (CO, CT, DC, DE, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, NC, ND, NH, NJ, NY, OH, PA, RI, SD, TN, VA, VT, WI, WV), <strong>CAN</strong> (LB, MB, NB, NF, NS, ON, PE, QC, SK), <strong>DEN</strong> (GL), <strong>FRA</strong> (SPM)",Fern,Wood Fern family,Perennial,Forb/herb,"L48 (N), CAN (N), GL (N), SPM (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
118,Atriplex ×aptera,moundscale,ATAP,ATAP,"<strong>USA</strong> (CO, MT, ND, SD, WY), <strong>CAN</strong> (AB, SK)",Dicot,Goosefoot family,Perennial,"Subshrub, Shrub","L48 (N), CAN (N)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
119,Atriplex halimus,saltbush,ATHA3,ATHA3,,Dicot,Goosefoot family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
120,Avena barbata,slender oat,AVBA,AVBA,"<strong>USA</strong> (AZ, HI, MA, MT, NM, NV, OR, WA), <strong>CAN</strong> (CA)",Monocot,Grass family,Annual,Graminoid,"L48 (I), HI (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
121,Avena sativa,common oat,AVSA,AVSA,"<strong>USA</strong> (AK, AL, AR, AZ, CO, CT, DC, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>USA+</strong> (PR), <strong>CAN</strong> (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT, CA), <strong>DEN</strong> (GL), <strong>FRA</strong> (SPM)",Monocot,Grass family,Annual,Graminoid,"L48 (I), AK (I), HI (I), PR (I), CAN (W), GL (W), SPM (W)",Spring and Summer,Yellow,Green,Moderate,Porous,Brown,Rapid,0,2,Short,No,Yes,Yes,Yes,Low,Low,Medium,25,65,8,Intolerant,-23,Late Spring,Medium,High,Yes
122,Avicennia germinans,Black-mangrove,AVGE,AVGE,"<strong>USA</strong> (FL, LA, MS, TX), <strong>USA+</strong> (PR, VI)",Dicot,Verbena family,Perennial,"Tree, Shrub","L48 (N), PR (N), VI (N)",Year Round,White,Dark Green,Dense,Dense,Green,Rapid,50,30,Long,Yes,No,Yes,Yes,Medium,Low,High,34,81,24,Intolerant,32,Early Summer,Low,Low,No
123,Avicennia marina,gray mangrove,AVMA3,AVMA3,<strong>CAN</strong> (CA),Dicot,Verbena family,Perennial,"Tree, Shrub",L48 (I),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
124,Baccharis angustifolia,saltwater false willow,BAAN,BAAN,"<strong>USA</strong> (AL, FL, GA, LA, MS, NC, SC)",Dicot,Aster family,Perennial,Shrub,L48 (N),Spring,White,Green,Dense,Moderate,Brown,Moderate,0,13,Long,Yes,Yes,Yes,Yes,High,None,High,45,60,12,Intolerant,12,Fall,Low,Low,No
125,Bacopa caroliniana,blue waterhyssop,BACA,BACA,"<strong>USA</strong> (AL, FL, GA, LA, MD, MS, NC, SC, TX, VA)",Dicot,Figwort family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
126,Balanites maughamii,manduro,BAMA10,BAMA10,,Dicot,Creosote-bush family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
127,Bambusa vulgaris,common bamboo,BAVU2,BAVU2,"<strong>USA</strong> (FL, HI, SC), <strong>USA+</strong> (PR, VI)",Monocot,Grass family,Perennial,"Tree, Shrub, Subshrub, Graminoid","L48 (I), HI (I), PR (I), VI (I)",Year Round,Brown,Green,,,,Rapid,0,50,Long,No,Yes,Yes,Yes,Medium,Medium,Medium,60,100,24,Intolerant,17,Indeterminate,Low,Low,No
128,Banksia marginata,silver banksia,BAMA15,BAMA15,,Dicot,Protea family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
129,Baptisia alba var. macrophylla,largeleaf wild indigo,BAALM,BAALM,"<strong>USA</strong> (AR, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NE, NY, OH, OK, TN, TX, WI)",Dicot,Pea family,Perennial,Forb/herb,L48 (N),,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
130,Berberis vulgaris,common barberry,BEVU,BEVU,"<strong>USA</strong> (CO, CT, DE, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NY, OH, PA, RI, SD, VA, VT, WA, WI, WV), <strong>CAN</strong> (BC, MB, NB, NS, ON, PE, QC, SK)",Dicot,Barberry family,Perennial,Shrub,"L48 (I), CAN (I)",,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
131,Beta vulgaris ssp. cicla,chard,BEVUC,BEVUC,,Dicot,Goosefoot family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
132,Betula ,Birch,BETUL,BETUL,"<strong>USA</strong> (AK, AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), <strong>CAN</strong> (AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT, CA), <strong>DEN</strong> (GL), <strong>FRA</strong> (SPM)",Dicot,Birch family,,,,,,,,,,,0,0,,,,,,,,,0,0,0,,0,,,,
